"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.54461095685105,0.273,0.046,0,"11","Elf4"
0,1.86332604348827,0.314,0.087,0,"11","B4galnt1"
0,1.61999657163401,0.362,0.135,0,"11","Unc119"
0,2.33702159549363,0.28,0.055,0,"11","Gsdmd"
0,1.90865332261041,0.288,0.064,0,"11","Traf1"
0,1.57380513171733,0.369,0.146,0,"11","Tet2"
0,1.85835552719655,0.286,0.063,0,"11","Tnfrsf13b"
0,1.71742534073981,0.326,0.105,0,"11","Sowahc"
0,2.61626239979055,0.258,0.037,0,"11","Gm6377"
0,2.02965319204481,0.285,0.064,0,"11","Lair1"
0,1.04895978359174,0.79,0.571,0,"11","Atp2b1"
0,1.51574454891533,0.343,0.124,0,"11","Ralb"
0,2.26248380195222,0.28,0.061,0,"11","Arap1"
0,1.38493424234123,0.4,0.182,0,"11","Me2"
0,2.14453401575916,0.271,0.054,0,"11","Gch1"
0,1.68279401136784,0.312,0.095,0,"11","Rps6ka1"
0,1.40945550298322,0.404,0.188,0,"11","Cdkn2d"
0,1.38894814855887,0.355,0.139,0,"11","Rassf3"
0,1.50401338328597,0.351,0.135,0,"11","Vrk1"
0,1.73240165617572,0.346,0.13,0,"11","Cks2"
0,2.04038278298058,0.275,0.06,0,"11","Sema4a"
0,1.20046195233322,0.936,0.722,0,"11","Rhoa"
0,2.16428060971947,0.274,0.06,0,"11","Vav3"
0,2.24172992690916,0.274,0.06,0,"11","Foxn2"
0,1.64698317992866,0.296,0.082,0,"11","Birc3"
0,1.80189771528154,0.301,0.088,0,"11","Stat6"
0,1.23144720452788,0.358,0.145,0,"11","Map3k1"
0,1.21995887713136,0.319,0.107,0,"11","Dusp2"
0,1.97236848878068,0.264,0.052,0,"11","Cd180"
0,1.01276015003545,0.862,0.651,0,"11","Sec61b"
0,1.59491023893581,0.349,0.138,0,"11","Hip1"
0,2.33865153826031,0.254,0.044,0,"11","Glipr2"
0,1.39644619319198,0.344,0.134,0,"11","Map7d1"
0,1.95410105781187,0.264,0.056,0,"11","Btk"
0,1.73421861106841,0.292,0.085,0,"11","Scpep1"
0,1.10373478424821,0.291,0.084,0,"11","Gpr65"
0,0.802559732993029,0.777,0.571,0,"11","Ppp1ca"
0,1.96806950573258,0.281,0.075,0,"11","Hopx"
0,1.34746065248803,0.332,0.126,0,"11","Ninj1"
0,1.31623298957542,0.354,0.148,0,"11","Bri3bp"
0,1.29662758879642,0.305,0.1,0,"11","Sp140"
0,2.14679430643134,0.273,0.069,0,"11","Csgalnact2"
0,2.07372943987126,0.262,0.059,0,"11","Sh2b3"
0,1.95707209177147,0.262,0.059,0,"11","Rin3"
0,1.71059735518501,0.299,0.096,0,"11","Edem1"
0,1.17244023246962,0.963,0.76,0,"11","Cdc42"
0,0.885000257922764,0.324,0.122,0,"11","Gng2"
0,1.62554169615431,0.301,0.099,0,"11","Myd88"
0,1.44853635445889,0.257,0.057,0,"11","Adgre1"
0,1.59671559266808,0.291,0.091,0,"11","Casp8"
0,1.93428161961724,0.264,0.065,0,"11","Rgs19"
0,2.08385025240245,0.252,0.054,0,"11","Aim2"
0,1.97466839679576,0.268,0.07,0,"11","Sqor"
0,1.50994531691467,0.302,0.107,0,"11","Rab43"
0,1.40647452076969,0.269,0.074,0,"11","Gm26740"
0,1.46285877679473,0.298,0.103,0,"11","Grk6"
0,1.54014042278489,0.298,0.103,0,"11","Rap2c"
0,1.84018242219785,0.261,0.067,0,"11","Gas7"
0,2.25372500947159,0.25,0.056,0,"11","Bak1"
0,0.743540861564813,0.877,0.683,0,"11","Eif3f"
0,1.8189157494095,0.277,0.084,0,"11","Capn2"
0,1.48565060858923,0.317,0.124,0,"11","Etv6"
0,1.20236656492072,0.29,0.097,0,"11","Il2rg"
0,1.79704047316916,0.277,0.085,0,"11","Hps3"
0,1.75063147251744,0.286,0.095,0,"11","Gyg"
0,1.71723535432549,0.294,0.104,0,"11","Elmo2"
0,1.74884809334046,0.272,0.082,0,"11","Aldh3b1"
0,1.47213687295249,0.275,0.086,0,"11","Pik3ap1"
0,1.76436842651088,0.269,0.08,0,"11","Vwa5a"
0,1.34729284425835,0.253,0.064,0,"11","Phf11b"
0,1.96501593884336,0.26,0.073,0,"11","Frrs1"
0,0.772277191527157,0.861,0.675,0,"11","Myl12b"
0,0.829045774612093,0.896,0.711,0,"11","Cd47"
0,1.57673048388924,0.294,0.109,0,"11","Slc44a2"
0,1.18848346154151,0.994,0.81,0,"11","Pfn1"
0,2.02123010685438,0.997,0.817,0,"11","Psap"
0,1.76566432278662,0.264,0.084,0,"11","Rnf149"
0,1.5879410930435,0.279,0.101,0,"11","Tiam1"
0,1.48107185380247,0.264,0.087,0,"11","Arhgef6"
0,1.75124989572986,0.26,0.083,0,"11","Dr1"
0,1.65982558915257,0.253,0.076,0,"11","Gmip"
0,2.07030368183976,0.255,0.087,0,"11","Polr2l"
0,0.604729179702853,0.974,0.819,0,"11","Eef1b2"
0,1.34769719599668,1,0.856,0,"11","Ftl1"
0,0.749202995171044,0.873,0.733,0,"11","Sec61g"
0,0.779979904578104,0.927,0.789,0,"11","Lamp1"
0,0.933404337968603,0.968,0.833,0,"11","Rpl36al"
0,0.953587756081639,0.976,0.841,0,"11","Cfl1"
0,0.685103045931319,0.993,0.865,0,"11","Rpl22"
0,0.98060975624762,0.926,0.801,0,"11","Psma7"
0,1.02302224952026,0.999,0.886,0,"11","Rplp0"
0,1.07390103218459,0.994,0.892,0,"11","Serf2"
0,1.06501394669091,0.981,0.882,0,"11","Sem1"
0,0.883040670146835,0.998,0.904,0,"11","Rack1"
0,0.841538881839544,1,0.922,0,"11","Rps28"
0,0.773196196941762,0.995,0.917,0,"11","Rpl10"
0,0.435426124090197,0.992,0.922,0,"11","Rpl10a"
0,1.08015819445989,0.949,0.885,0,"11","H2afz"
0,0.430824882379192,0.998,0.937,0,"11","Rpl36"
0,0.713223945050752,0.999,0.939,0,"11","Rpl39"
0,0.564358672179303,0.995,0.935,0,"11","Rps6"
0,0.391432033348768,0.995,0.941,0,"11","Rpl5"
0,0.547473854663746,0.998,0.944,0,"11","Rps26"
0,0.932149890386379,1,0.952,0,"11","Rpl35a"
0,0.366848435114853,0.999,0.953,0,"11","Rps21"
0,1.25386788500355,1,0.955,0,"11","Actg1"
0,0.640644160441732,1,0.957,0,"11","Rps19"
0,0.643073117123708,0.999,0.956,0,"11","Rpl37"
0,0.494943631221789,0.985,0.943,0,"11","Rpl7a"
0,0.539944964267356,0.997,0.956,0,"11","Rpl23a"
0,0.526495037899613,0.999,0.96,0,"11","Rpl38"
0,0.653350683297592,1,0.962,0,"11","Rps15a"
0,0.750780983724903,1,0.963,0,"11","Rpl18"
0,0.405483385819486,0.987,0.95,0,"11","Myl6"
0,0.500282510226682,1,0.963,0,"11","Rps18"
0,0.429863655586492,0.999,0.963,0,"11","Rps27"
0,0.574667485746636,0.999,0.964,0,"11","Rps5"
0,0.430291009303871,0.999,0.967,0,"11","Rpl6"
0,0.557688223795074,0.998,0.969,0,"11","Rpl27"
0,0.538926609234726,0.999,0.971,0,"11","Rps3"
0,0.713314655688913,1,0.972,0,"11","Rplp2"
0,0.453913980819995,0.999,0.971,0,"11","Rps15"
0,0.504640263553768,1,0.973,0,"11","Rps4x"
0,0.46492285430368,1,0.975,0,"11","Rpl7"
0,0.697259598117681,1,0.976,0,"11","Rpl32"
0,0.771431542442119,1,0.976,0,"11","Rps16"
0,0.708963336769149,1,0.976,0,"11","Rpl18a"
0,0.497239967362045,0.999,0.976,0,"11","Rpl11"
0,1.00632851952721,1,0.977,0,"11","Rps11"
0,0.558919475953418,1,0.978,0,"11","Rpl17"
0,0.707022973792997,1,0.979,0,"11","Rpsa"
0,0.561438793940518,0.999,0.979,0,"11","Rps25"
0,0.549475874504953,1,0.98,0,"11","Rps7"
0,0.812971497086953,1,0.982,0,"11","Rpl34"
0,0.660826709043312,1,0.982,0,"11","Rpl27a"
0,0.72865573395785,1,0.983,0,"11","Rps23"
0,0.382832493734633,0.997,0.98,0,"11","Rpl15"
0,0.443740445265183,0.999,0.983,0,"11","Rpl8"
0,0.617032833052404,1,0.986,0,"11","Rps10"
0,0.654694434440478,1,0.987,0,"11","Rpl37a"
0,0.972930453008156,1,0.987,0,"11","Rps9"
0,0.441682780640529,1,0.987,0,"11","Eef1a1"
0,0.542463694124324,1,0.987,0,"11","Rps12"
0,1.09189437497452,1,0.988,0,"11","H3f3a"
0,0.508055717688895,1,0.988,0,"11","Rps3a1"
0,0.609191999940527,1,0.988,0,"11","Rpl28"
0,0.589363860846149,1,0.988,0,"11","Rpl26"
0,0.547674090733941,1,0.99,0,"11","Rps13"
0,0.447501635569961,1,0.99,0,"11","Rpl30"
0,0.523069259987053,0.999,0.989,0,"11","Rpl24"
0,0.570362640223068,1,0.991,0,"11","Rpl13"
0,0.639467296127704,1,0.991,0,"11","Rpl19"
0,0.611329694810061,1,0.992,0,"11","Rps24"
0,0.729045680427317,1,0.992,0,"11","Rps14"
0,0.978467977083054,1,0.993,0,"11","Rps27a"
0,0.60754818682619,1,0.993,0,"11","Rpl23"
0,0.349538456789863,1,0.994,0,"11","Rps8"
0,0.940323330931659,1,0.994,0,"11","Tmsb4x"
0,1.17478742959219,1,0.995,0,"11","Actb"
0,0.793090379756534,1,0.995,0,"11","Rps29"
0,1.14056522906946,1,0.998,0,"11","Fau"
0,0.713945992196566,1,0.999,0,"11","Tpt1"
6.02760087926321e-322,1.71049461309557,0.282,0.106,1.5101551242906e-317,"11","Ldlrad3"
1.21540148876947e-321,1.30360379076048,0.328,0.13,3.04506688996302e-317,"11","Twf2"
2.98415650088113e-321,1.37228858952182,0.387,0.174,7.47650569730758e-317,"11","Nab1"
4.17741811755542e-316,1.09312145387084,0.526,0.29,1.04661033517233e-311,"11","Ndel1"
5.51046049031172e-315,1.17143351636569,0.412,0.19,1.3805907712427e-310,"11","Rsu1"
1.83535600384831e-314,0.852665649347341,0.666,0.4,4.59830093204157e-310,"11","Itgb1"
2.10869167129269e-314,1.41163346412465,0.329,0.135,5.28311611325672e-310,"11","Mir22hg"
3.29953286241344e-312,1.27309769061037,0.422,0.201,8.26664963349062e-308,"11","Foxn3"
2.27860225502352e-310,1.04074173837477,0.547,0.303,5.70881008973593e-306,"11","Capza1"
1.0878195015957e-309,1.23585530184194,0.816,0.657,2.72542297929788e-305,"11","Hmgb2"
1.26223141815105e-309,1.39282449460466,0.383,0.175,3.16239459503563e-305,"11","Vps13c"
3.97012858494043e-309,0.492704914137957,0.958,0.82,9.94676015670976e-305,"11","Rpl35"
2.58147696980247e-307,0.294714318791828,1,0.969,6.46763240014311e-303,"11","Rps20"
4.46720520404711e-307,0.894608500285098,0.661,0.43,1.11921359182196e-302,"11","Serp1"
6.31250739562125e-306,1.40540617678451,0.263,0.094,1.58153560289895e-301,"11","Cklf"
3.36515335338056e-303,1.07388006718763,0.559,0.329,8.43105521155964e-299,"11","Wdr26"
6.80163585055555e-302,1.00935763301306,0.273,0.096,1.70408184599819e-297,"11","Fli1"
1.46968076884912e-301,0.750485727939932,0.791,0.6,3.68213819827458e-297,"11","Eif3k"
5.24823568499204e-300,1.4659436817203,0.26,0.094,1.31489296851791e-295,"11","Myo9b"
3.66080440076503e-297,1.25606070565139,0.428,0.215,9.1717793456767e-293,"11","Ggh"
4.60637114201701e-297,0.412132312869589,0.986,0.933,1.15408022592094e-292,"11","Rpl29"
1.99503684707704e-295,0.829473656490011,0.687,0.444,4.99836531666683e-291,"11","Lamp2"
1.06823449264195e-294,0.954169720026902,0.324,0.13,2.67635469786514e-290,"11","Hk2"
1.23322276574156e-288,0.964299167536257,0.591,0.361,3.0897163172889e-284,"11","Xrn2"
5.65664412949399e-288,1.00400342507402,0.417,0.196,1.41721562020342e-283,"11","Sbno2"
9.95266562820963e-288,0.941013193465839,0.657,0.443,2.49354084649164e-283,"11","BC005537"
2.85813952192752e-287,1.19282511348316,0.306,0.122,7.16078275823721e-283,"11","Anxa6"
3.45930995623813e-284,1.03113359825103,0.332,0.137,8.666955164359e-280,"11","Slc38a1"
8.68903856638516e-284,0.27395604862632,0.965,0.702,2.17695172242214e-279,"11","Fos"
1.33506272476999e-281,1.00867135075349,0.505,0.274,3.34486615063874e-277,"11","Stk4"
1.33699687481533e-281,0.832572414231247,0.681,0.446,3.34971197016233e-277,"11","Arpc4"
6.75826195414953e-280,0.81450450370281,0.624,0.375,1.69321494999262e-275,"11","Capns1"
7.98052145343497e-280,1.07230262637245,0.575,0.352,1.9994398449436e-275,"11","Stk38"
1.97646216057865e-279,0.313988622455637,0.999,0.991,4.95182829711376e-275,"11","Rpl9"
1.21613346876069e-278,1.21038194539014,0.408,0.2,3.04690079263303e-274,"11","Dusp5"
8.52007711310257e-277,1.14082382075079,0.47,0.254,2.13462011991672e-272,"11","Gpcpd1"
1.24920062614292e-276,1.13922118050101,0.439,0.225,3.12974724873847e-272,"11","Dbnl"
4.25575204641113e-276,1.24596914643464,0.368,0.17,1.06623611770785e-271,"11","Fam89b"
3.1498912321258e-275,1.17864110209181,0.38,0.178,7.89173749296799e-271,"11","Wsb1"
3.08295237978294e-274,1.34237557966355,0.317,0.135,7.72402889230817e-270,"11","Eif2ak2"
6.04023124701588e-274,0.858166904277678,0.592,0.352,1.51331953662736e-269,"11","Tsc22d4"
7.18524089492608e-274,1.06139036180908,0.326,0.136,1.80019025381478e-269,"11","Samd9l"
1.26306079101154e-271,0.595157971003117,0.866,0.756,3.16447250580031e-267,"11","Clta"
2.22980001623201e-271,1.28093437408552,0.269,0.103,5.58654096066769e-267,"11","Trim12c"
6.75010627105791e-271,1.10546789888696,0.482,0.266,1.69117162515085e-266,"11","Ppp2r5c"
1.29324211761237e-269,1.41457683375635,0.298,0.125,3.24008880146604e-265,"11","Hgsnat"
3.22815038677773e-269,1.03209505781216,0.436,0.219,8.08780797903293e-265,"11","Usp25"
9.61897601280486e-269,0.870391302976072,0.613,0.385,2.40993825024813e-264,"11","Picalm"
