"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.59014569808412,0.99,0.404,0,"0","Ncam1"
0,1.70226472470055,0.836,0.252,0,"0","Mlf1"
0,1.84110560461878,0.806,0.223,0,"0","Eef1a2"
0,1.66163064253219,0.826,0.244,0,"0","Myt1l"
0,2.17923561177611,0.801,0.221,0,"0","Rnf128"
0,2.15185809564271,0.794,0.215,0,"0","Fam13a"
0,1.87720375314508,0.856,0.278,0,"0","Ip6k2"
0,1.909273128934,1,0.423,0,"0","Gfy"
0,2.0878008557714,1,0.424,0,"0","Chga"
0,1.85886425417977,0.898,0.322,0,"0","Abhd16a"
0,2.23776435181226,0.757,0.182,0,"0","Gadl1"
0,2.11442123362669,0.786,0.212,0,"0","Plxna4"
0,2.19857647170712,0.782,0.209,0,"0","Pkia"
0,1.82381197054846,0.789,0.217,0,"0","Fam131c"
0,3.43477872577156,0.635,0.064,0,"0","Calb2"
0,1.84223886645301,0.791,0.221,0,"0","Rtp2"
0,2.12272825284636,0.776,0.207,0,"0","Tarsl2"
0,1.64209488381206,0.932,0.363,0,"0","Cfap36"
0,2.11979963918899,0.791,0.224,0,"0","Abca5"
0,2.10234502650041,0.761,0.194,0,"0","Fam217a"
0,1.60465349873575,0.862,0.295,0,"0","Id4"
0,1.78758286028046,0.999,0.433,0,"0","Nsg1"
0,1.83045278510721,0.907,0.343,0,"0","Ormdl3"
0,2.00595422659605,0.768,0.205,0,"0","Pex5l"
0,1.85457547876402,0.943,0.384,0,"0","Arl3"
0,2.04961488810321,0.769,0.211,0,"0","Ppp1r1a"
0,1.77952794099172,0.861,0.304,0,"0","Endod1"
0,1.64666733636936,0.892,0.336,0,"0","Ptp4a3"
0,2.06254458407538,0.757,0.202,0,"0","Elmod3"
0,2.1200402883583,0.749,0.196,0,"0","Fmn2"
0,1.76256679002446,0.81,0.259,0,"0","Ncapg2"
0,2.22325757657737,0.737,0.186,0,"0","Celf4"
0,1.84475316537436,0.794,0.245,0,"0","Traf3ip1"
0,2.02791988355434,1,0.451,0,"0","Fstl5"
0,2.32757402684078,0.716,0.167,0,"0","Lrrn1"
0,2.29408658901231,1,0.451,0,"0","Gnal"
0,1.59563971092307,0.805,0.261,0,"0","Rab3a"
0,1.85943487101182,0.773,0.231,0,"0","Pygo1"
0,2.90540293327805,0.668,0.126,0,"0","Efna5"
0,1.76102095058619,0.809,0.268,0,"0","Pkib"
0,1.33395046454011,0.817,0.277,0,"0","Pde1c"
0,1.87276133306868,0.747,0.209,0,"0","BC049352"
0,1.59908831651874,0.867,0.329,0,"0","Ift43"
0,1.43977350954284,0.781,0.244,0,"0","Tubb3"
0,1.69168345523831,0.999,0.463,0,"0","Atf5"
0,1.79874674439261,0.771,0.236,0,"0","Rsph9"
0,1.71753033187241,0.816,0.281,0,"0","Ift74"
0,1.71553316329646,0.827,0.294,0,"0","Mycbp"
0,0.647163377449533,0.781,0.25,0,"0","Stmn2"
0,1.90435506539796,1,0.469,0,"0","Omp"
0,1.87106066791455,0.821,0.292,0,"0","Hjurp"
